"hesuca15",34.2914
"hesuca16",88.9348
"hesuca16",88.9348
"hesuca3",60.051
"hesuca3",60.051
"hesuca3",60.051
"hesuca3",60.051
"hesuca3",60.051
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
"hesuca3",60.051
"hesuca15",34.2914
