"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2"
122,122,"e056888c-d8d1-4707-a3f7-9e0da38f57c6","hesuca9","other","Calico",2017-05-19 17:49:00,"jvanas","capture",NA,"UTM 
0641205
4002814
Out walking ","5/23/17 18:48","NDOWherps","5/23/17 18:48","NDOWherps",641205,4002814,-115.43008,36.15976,""
149,149,"df1dd66b-385c-4fb1-a15b-ee8d2b33801c","hesuca9","hesu9","Calico",2017-06-04 14:33:00,"jvanas","radio",212,"UTM
0641182
4002995","6/5/17 1:51","NDOWherps","6/5/17 1:51","NDOWherps",641182,4002995,-115.43038,36.16144,""
747,747,"7739f960-8698-4fdf-bd83-1862fea69fe6","hesuca9","hesucal9","Calico",2018-04-04 19:41:00,"khunt","visual",230," Alert- full body was outside the mouth of a small burrow, in the shade.  Burrow is right next to a burrow with a camera- tracks were visible at the camera burrow. ","6/14/18 16:57","NDOWherps","6/14/18 16:57","NDOWherps",641583,4004093,NA,NA,""
450,450,"4eb1cae0-cef2-4bbd-8908-c7b6a56a63fe","hesuca9","hesu9","Calico",2018-04-11 17:51:00,"scohen","radio",NA,"Monster was taking refuge in an old dead yucca. Completely visibl, but shaded.

0641492
4003399
","4/12/18 20:52","NDOWherps","4/12/18 20:52","NDOWherps",641492,4003399,-115.42682,36.16502,""
520,520,"cf8fef6e-584a-4a03-b09c-236f8a64cc07","hesuca9","hesucal9","Calico",2018-05-02 16:21:00,"jvanas","radio",202,"Utm 
0641670
4002725
 4 m
Shelter in area where out hunting on 4/30
","5/2/18 18:52","NDOWherps","5/2/18 18:52","NDOWherps",641670,4002725,-115.42503,36.15797,""
529,529,"dc82b6cb-6240-4ef4-824c-c8341558f4c9","hesuca9","hesucal9","Calico",2018-05-03 20:18:00,"jvanas","radio",193,"Utm 
0641706
4002587
 3 m 
New shelter closer to trail and foundation

","5/5/18 21:44","NDOWherps","5/5/18 21:44","NDOWherps",641706,4002587,-115.42464,36.15769,""
525,525,"63db2f88-4bbd-401a-9bb4-e5fbc988458d","hesuca9","hesucal9","Calico",2018-05-05 17:59:00,"jvanas","radio",200,"Utm 
0641597
4002883
 3 m","5/5/18 21:43","NDOWherps","5/5/18 21:43","NDOWherps",641597,4002883,-115.42578,36.16036,""
534,534,"c324138a-a011-4cfe-9e9c-e08daca9746e","hesuca9","hesucal9","Calico",2018-05-06 15:20:00,"jvanas","visual",187,"Utm 
0641597
4002878
3 m
  Out basking
  Same shelter as may 5","5/6/18 20:33","NDOWherps","5/6/18 20:33","NDOWherps",641597,4002878,-115.42582,36.1603,""
1115,1115,"ac235c11-b37a-42e3-b941-4eb8ff41fa0f","hesuca9","hesucal9","Calico",2019-05-06 16:59:00,"jvanas","visual",NA,"Recapture. Bad transmitter 
Utm 
0641626
4002827
","5/6/19 18:36","NDOWherps","5/6/19 18:36","NDOWherps",641626,4002827,NA,NA,""
1127,1127,"b228dfc1-7688-42bb-89a9-9333c9fd1549","hesuca9","hesucal9","Calico",2019-05-10 15:41:00,"other","radio",249,"Same location as release. ","5/10/19 15:48","NDOWherps","5/10/19 15:48","NDOWherps",641599,4002881,NA,NA,""
1135,1135,"c8a690a9-b22d-4064-ac35-cfa979063e1d","hesuca9","hesucal9","Calico",2019-05-10 20:32:00,"jvanas","visual",214,"Utm 
0641593
2442879
Basking","5/11/19 12:40","NDOWherps","5/11/19 12:40","NDOWherps",641593,4002879,NA,NA,""
1146,1146,"e5dbea97-14e9-4591-8f8b-6dcf65a0f7f4","hesuca9","hesucal9","Calico",2019-05-11 19:31:00,"jvanas","radio",270,"Utm 
0651670
4002633
Moved 255 m
North or old foundation ","5/13/19 22:34","NDOWherps","5/13/19 22:34","NDOWherps",641670,4002633,NA,NA,""
1141,1141,"aad901b2-2434-44bc-a6b2-7ee17ef3de81","hesuca9","hesucal9","Calico",2019-05-13 19:33:00,"jvanas","visual",NA,"Surface active 
Utm 
0641586
4002567
","5/13/19 22:16","NDOWherps","5/13/19 22:16","NDOWherps",641586,4002567,NA,NA,""
1153,1153,"af967b31-8e50-4c8f-8735-76c3d83945ce","hesuca9","hesucal9","Calico",2019-05-15 15:09:00,"jvanas","visual",264,"Utm 
0641673
4002637
Back to same shelter ","5/15/19 20:42","NDOWherps","5/15/19 20:42","NDOWherps",641673,4002637,NA,NA,""
1158,1158,"fc4677fe-f819-4e55-8ce6-e8552e6b08aa","hesuca9","hesucal9","Calico",2019-05-16 17:08:00,"jvanas","radio",227,"Utm 
0641671
4002633","5/16/19 19:27","NDOWherps","5/16/19 19:27","NDOWherps",641671,4002633,NA,NA,""
1160,1160,"0e940793-eb82-4e28-9353-5a48346d6bf2","hesuca9","hesucal9","Calico",2019-05-17 15:36:00,"other","visual",208,"Same spot as previous day. ","5/17/19 19:55","NDOWherps","5/17/19 19:55","NDOWherps",641671,4002633,NA,NA,""
